State,County,Winning Party,Dem. Candidate (2016),Dem. Votes,Dem. %,Rep. Candidate (2016),Rep. Votes,Rep. %,Highest Other (2016),Other Votes,Other %
SC,MARLBORO,D,"Clinton, Hillary",5954,57.3,"Trump, Donald",4267,41.1,"Johnson, Gary",70,0.7
SC,MCCORMICK,R,"Clinton, Hillary",2479,47.5,"Trump, Donald",2652,50.8,"Johnson, Gary",47,0.9
SC,NEWBERRY,R,"Clinton, Hillary",6217,37,"Trump, Donald",10017,59.6,"Johnson, Gary",313,1.9
SC,OCONEE,R,"Clinton, Hillary",7998,23.8,"Trump, Donald",24178,71.9,"Johnson, Gary",725,2.2
SC,ORANGEBURG,D,"Clinton, Hillary",26318,67.6,"Trump, Donald",11931,30.7,"Johnson, Gary",308,0.8
SC,PICKENS,R,"Clinton, Hillary",10354,21.1,"Trump, Donald",36236,73.9,"Johnson, Gary",1194,2.4
SC,RICHLAND,D,"Clinton, Hillary",108000,64,"Trump, Donald",52469,31.1,"Johnson, Gary",3938,2.3
SC,SALUDA,R,"Clinton, Hillary",2813,32.8,"Trump, Donald",5526,64.5,"Johnson, Gary",105,1.2
SC,SPARTANBURG,R,"Clinton, Hillary",39997,33,"Trump, Donald",76277,63,"Johnson, Gary",2443,2
SC,SUMTER,D,"Clinton, Hillary",24047,54.5,"Trump, Donald",18745,42.5,"Johnson, Gary",644,1.5
SC,UNION,R,"Clinton, Hillary",4729,39.1,"Trump, Donald",7061,58.4,"Johnson, Gary",137,1.1
SC,WILLIAMSBURG,D,"Clinton, Hillary",9953,66.1,"Trump, Donald",4864,32.3,"Johnson, Gary",84,0.6
SC,YORK,R,"Clinton, Hillary",41593,36.4,"Trump, Donald",66754,58.4,"Johnson, Gary",3504,3.1
SD,AURORA,R,"Clinton, Hillary",340,24.2,"Trump, Donald",974,69.2,"Johnson, Gary",74,5.3
SD,BEADLE,R,"Clinton, Hillary",1912,28.2,"Trump, Donald",4455,65.8,"Johnson, Gary",323,4.8
SD,BENNETT,R,"Clinton, Hillary",412,35.9,"Trump, Donald",666,58,"Johnson, Gary",57,5
SD,BON HOMME,R,"Clinton, Hillary",704,23.7,"Trump, Donald",2105,70.8,"Johnson, Gary",129,4.3
SD,BROOKINGS,R,"Clinton, Hillary",4879,38.5,"Trump, Donald",6748,53.2,"Johnson, Gary",881,6.9
SD,BROWN,R,"Clinton, Hillary",5452,33.8,"Trump, Donald",9613,59.7,"Johnson, Gary",915,5.7
SD,BRULE,R,"Clinton, Hillary",571,25,"Trump, Donald",1565,68.4,"Johnson, Gary",125,5.5
SD,BUFFALO,D,"Clinton, Hillary",296,60.4,"Trump, Donald",171,34.9,"Johnson, Gary",18,3.7
SD,BUTTE,R,"Clinton, Hillary",696,16,"Trump, Donald",3357,77.2,"Johnson, Gary",246,5.7
SD,CAMPBELL,R,"Clinton, Hillary",105,12.6,"Trump, Donald",704,84.7,"Johnson, Gary",20,2.4
SD,CHARLES MIX,R,"Clinton, Hillary",935,27.2,"Trump, Donald",2382,69.4,"Johnson, Gary",98,2.9
SD,CLARK,R,"Clinton, Hillary",398,24,"Trump, Donald",1139,68.7,"Johnson, Gary",103,6.2
SD,CLAY,D,"Clinton, Hillary",2608,51.4,"Trump, Donald",2109,41.6,"Johnson, Gary",295,5.8
SD,CODINGTON,R,"Clinton, Hillary",3174,27.2,"Trump, Donald",7764,66.5,"Johnson, Gary",600,5.1
SD,CORSON,R,"Clinton, Hillary",535,45.5,"Trump, Donald",588,50,"Johnson, Gary",34,2.9
SD,CUSTER,R,"Clinton, Hillary",1121,23.7,"Trump, Donald",3293,69.8,"Johnson, Gary",256,5.4
SD,DAVISON,R,"Clinton, Hillary",2355,29.6,"Trump, Donald",5157,64.9,"Johnson, Gary",349,4.4
SD,DAY,R,"Clinton, Hillary",974,35.5,"Trump, Donald",1627,59.2,"Johnson, Gary",116,4.2
SD,DEUEL,R,"Clinton, Hillary",570,27.4,"Trump, Donald",1366,65.7,"Johnson, Gary",117,5.6
SD,DEWEY,D,"Clinton, Hillary",888,52,"Trump, Donald",723,42.3,"Johnson, Gary",71,4.2
SD,DOUGLAS,R,"Clinton, Hillary",214,13.3,"Trump, Donald",1338,83.4,"Johnson, Gary",41,2.6
SD,EDMUNDS,R,"Clinton, Hillary",380,19.8,"Trump, Donald",1433,74.7,"Johnson, Gary",86,4.5
SD,FALL RIVER,R,"Clinton, Hillary",821,23,"Trump, Donald",2511,70.5,"Johnson, Gary",166,4.7
SD,FAULK,R,"Clinton, Hillary",204,18.2,"Trump, Donald",858,76.7,"Johnson, Gary",45,4
SD,GRANT,R,"Clinton, Hillary",971,27.2,"Trump, Donald",2382,66.8,"Johnson, Gary",175,4.9
SD,GREGORY,R,"Clinton, Hillary",391,18.7,"Trump, Donald",1600,76.5,"Johnson, Gary",78,3.7
SD,HAAKON,R,"Clinton, Hillary",77,7.4,"Trump, Donald",936,89.7,"Johnson, Gary",27,2.6
SD,HAMLIN,R,"Clinton, Hillary",555,20.1,"Trump, Donald",2051,74.3,"Johnson, Gary",124,4.5
SD,HAND,R,"Clinton, Hillary",334,18.4,"Trump, Donald",1391,76.5,"Johnson, Gary",76,4.2
SD,HANSON,R,"Clinton, Hillary",424,21.1,"Trump, Donald",1497,74.6,"Johnson, Gary",59,2.9
SD,HARDING,R,"Clinton, Hillary",38,4.9,"Trump, Donald",695,90.3,"Johnson, Gary",31,4
SD,HUGHES,R,"Clinton, Hillary",2450,30,"Trump, Donald",5174,63.3,"Johnson, Gary",480,5.9
SD,HUTCHINSON,R,"Clinton, Hillary",692,20.6,"Trump, Donald",2517,74.8,"Johnson, Gary",112,3.3
SD,HYDE,R,"Clinton, Hillary",125,18.1,"Trump, Donald",543,78.7,"Johnson, Gary",17,2.5
SD,JACKSON,R,"Clinton, Hillary",323,29.5,"Trump, Donald",722,65.9,"Johnson, Gary",36,3.3
SD,JERAULD,R,"Clinton, Hillary",264,27.3,"Trump, Donald",648,67,"Johnson, Gary",36,3.7
SD,JONES,R,"Clinton, Hillary",69,12.4,"Trump, Donald",450,80.6,"Johnson, Gary",32,5.7
SD,KINGSBURY,R,"Clinton, Hillary",703,27.6,"Trump, Donald",1680,65.9,"Johnson, Gary",139,5.4
SD,LAKE,R,"Clinton, Hillary",2314,34.1,"Trump, Donald",4038,59.5,"Johnson, Gary",358,5.3
SD,LAWRENCE,R,"Clinton, Hillary",3356,28.3,"Trump, Donald",7411,62.6,"Johnson, Gary",934,7.9
SD,LINCOLN,R,"Clinton, Hillary",8076,32,"Trump, Donald",15499,61.4,"Johnson, Gary",1413,5.6
SD,LYMAN,R,"Clinton, Hillary",369,26,"Trump, Donald",977,68.8,"Johnson, Gary",56,3.9
SD,MARSHALL,R,"Clinton, Hillary",754,38.7,"Trump, Donald",1056,54.2,"Johnson, Gary",117,6
SD,MCCOOK,R,"Clinton, Hillary",623,24.1,"Trump, Donald",1794,69.3,"Johnson, Gary",130,5
SD,MCPHERSON,R,"Clinton, Hillary",192,16.9,"Trump, Donald",892,78.5,"Johnson, Gary",43,3.8
SD,MEADE,R,"Clinton, Hillary",2223,19.1,"Trump, Donald",8441,72.6,"Johnson, Gary",832,7.2
SD,MELLETTE,R,"Clinton, Hillary",238,34.8,"Trump, Donald",402,58.9,"Johnson, Gary",32,4.7
SD,MINER,R,"Clinton, Hillary",281,26.4,"Trump, Donald",706,66.4,"Johnson, Gary",67,6.3
SD,MINNEHAHA,R,"Clinton, Hillary",30610,39.1,"Trump, Donald",42043,53.7,"Johnson, Gary",4753,6.1
SD,MOODY,R,"Clinton, Hillary",1043,35.6,"Trump, Donald",1731,59,"Johnson, Gary",131,4.5
SD,OGLALA LAKOTA,D,"Clinton, Hillary",2510,86.4,"Trump, Donald",241,8.3,"Johnson, Gary",106,3.6
SD,PENNINGTON,R,"Clinton, Hillary",14074,29.5,"Trump, Donald",29804,62.4,"Johnson, Gary",3339,7
SD,PERKINS,R,"Clinton, Hillary",188,11.7,"Trump, Donald",1333,83,"Johnson, Gary",70,4.4
SD,POTTER,R,"Clinton, Hillary",215,16.1,"Trump, Donald",1071,80.1,"Johnson, Gary",40,3
SD,ROBERTS,R,"Clinton, Hillary",1540,39.6,"Trump, Donald",2144,55.1,"Johnson, Gary",164,4.2
SD,SANBORN,R,"Clinton, Hillary",241,21.5,"Trump, Donald",819,72.9,"Johnson, Gary",51,4.5
SD,SPINK,R,"Clinton, Hillary",919,31.1,"Trump, Donald",1854,62.8,"Johnson, Gary",143,4.8
SD,STANLEY,R,"Clinton, Hillary",329,21,"Trump, Donald",1148,73.3,"Johnson, Gary",77,4.9
SD,SULLY,R,"Clinton, Hillary",137,15.9,"Trump, Donald",679,78.9,"Johnson, Gary",40,4.6
SD,TODD,D,"Clinton, Hillary",1505,70.8,"Trump, Donald",487,22.9,"Johnson, Gary",96,4.5
SD,TRIPP,R,"Clinton, Hillary",462,17.6,"Trump, Donald",2069,78.7,"Johnson, Gary",84,3.2
SD,TURNER,R,"Clinton, Hillary",961,23.2,"Trump, Donald",2937,70.8,"Johnson, Gary",216,5.2
SD,UNION,R,"Clinton, Hillary",2227,28.2,"Trump, Donald",5290,67,"Johnson, Gary",312,4
SD,WALWORTH,R,"Clinton, Hillary",457,18.4,"Trump, Donald",1896,76.5,"Johnson, Gary",79,3.2
SD,YANKTON,R,"Clinton, Hillary",3301,34.3,"Trump, Donald",5659,58.8,"Johnson, Gary",552,5.7
SD,ZIEBACH,R,"Clinton, Hillary",353,46,"Trump, Donald",368,48,"Johnson, Gary",28,3.7
TN,ANDERSON,R,"Clinton, Hillary",9013,30.2,"Trump, Donald",19212,64.3,"Johnson, Gary",1034,3.5
TN,BEDFORD,R,"Clinton, Hillary",3395,22.1,"Trump, Donald",11486,74.8,"Johnson, Gary",306,2
TN,BENTON,R,"Clinton, Hillary",1474,23.3,"Trump, Donald",4716,74.5,"Johnson, Gary",83,1.3
TN,BLEDSOE,R,"Clinton, Hillary",897,19.2,"Trump, Donald",3622,77.7,"Johnson, Gary",95,2
TN,BLOUNT,R,"Clinton, Hillary",12100,23.2,"Trump, Donald",37443,71.7,"Johnson, Gary",1666,3.2
TN,BRADLEY,R,"Clinton, Hillary",7070,18.3,"Trump, Donald",29768,77,"Johnson, Gary",1098,2.8
TN,CAMPBELL,R,"Clinton, Hillary",2248,17.9,"Trump, Donald",9870,78.8,"Johnson, Gary",251,2
TN,CANNON,R,"Clinton, Hillary",1127,21.2,"Trump, Donald",4007,75.4,"Johnson, Gary",106,2
TN,CARROLL,R,"Clinton, Hillary",2327,22.4,"Trump, Donald",7756,74.7,"Johnson, Gary",181,1.7
TN,CARTER,R,"Clinton, Hillary",3453,16.4,"Trump, Donald",16898,80.1,"Johnson, Gary",409,1.9
TN,CHEATHAM,R,"Clinton, Hillary",3878,24.4,"Trump, Donald",11297,70.9,"Johnson, Gary",463,2.9
TN,CHESTER,R,"Clinton, Hillary",1243,19.1,"Trump, Donald",5081,78.1,"Johnson, Gary",115,1.8
TN,CLAIBORNE,R,"Clinton, Hillary",1832,17.1,"Trump, Donald",8602,80.1,"Johnson, Gary",192,1.8
TN,CLAY,R,"Clinton, Hillary",707,24.2,"Trump, Donald",2141,73.3,"Johnson, Gary",47,1.6
TN,COCKE,R,"Clinton, Hillary",1981,16.3,"Trump, Donald",9791,80.7,"Johnson, Gary",211,1.7
TN,COFFEE,R,"Clinton, Hillary",4743,23.7,"Trump, Donald",14417,72.2,"Johnson, Gary",517,2.6
TN,CROCKETT,R,"Clinton, Hillary",1303,24.1,"Trump, Donald",3982,73.8,"Johnson, Gary",76,1.4
TN,CUMBERLAND,R,"Clinton, Hillary",5202,19.7,"Trump, Donald",20413,77.4,"Johnson, Gary",471,1.8
TN,DAVIDSON,D,"Clinton, Hillary",148864,59.8,"Trump, Donald",84550,33.9,"Johnson, Gary",9603,3.9
TN,DECATUR,R,"Clinton, Hillary",894,19.5,"Trump, Donald",3588,78.1,"Johnson, Gary",70,1.5
TN,DEKALB,R,"Clinton, Hillary",1569,22.6,"Trump, Donald",5171,74.3,"Johnson, Gary",117,1.7
TN,DICKSON,R,"Clinton, Hillary",4722,25.3,"Trump, Donald",13233,70.8,"Johnson, Gary",489,2.6
TN,DYER,R,"Clinton, Hillary",2816,21.1,"Trump, Donald",10180,76.3,"Johnson, Gary",193,1.4
TN,FAYETTE,R,"Clinton, Hillary",5874,30.3,"Trump, Donald",13055,67.3,"Johnson, Gary",261,1.3
TN,FENTRESS,R,"Clinton, Hillary",1100,15,"Trump, Donald",6038,82.3,"Johnson, Gary",107,1.5
TN,FRANKLIN,R,"Clinton, Hillary",4374,26.7,"Trump, Donald",11532,70.3,"Johnson, Gary",319,1.9
TN,GIBSON,R,"Clinton, Hillary",5258,26.9,"Trump, Donald",13786,70.5,"Johnson, Gary",305,1.6
TN,GILES,R,"Clinton, Hillary",2917,26.2,"Trump, Donald",7970,71.6,"Johnson, Gary",162,1.5
TN,GRAINGER,R,"Clinton, Hillary",1154,14.4,"Trump, Donald",6626,82.7,"Johnson, Gary",130,1.6
TN,GREENE,R,"Clinton, Hillary",4216,17.9,"Trump, Donald",18562,78.7,"Johnson, Gary",481,2
TN,GRUNDY,R,"Clinton, Hillary",999,21,"Trump, Donald",3636,76.3,"Johnson, Gary",80,1.7
TN,HAMBLEN,R,"Clinton, Hillary",4075,19.7,"Trump, Donald",15857,76.6,"Johnson, Gary",443,2.1
TN,HAMILTON,R,"Clinton, Hillary",55316,38.8,"Trump, Donald",78733,55.3,"Johnson, Gary",5443,3.8
TN,HANCOCK,R,"Clinton, Hillary",322,14.4,"Trump, Donald",1843,82.6,"Johnson, Gary",42,1.9
TN,HARDEMAN,R,"Clinton, Hillary",4185,45.1,"Trump, Donald",4919,53,"Johnson, Gary",84,0.9
TN,HARDIN,R,"Clinton, Hillary",1622,16.3,"Trump, Donald",8012,80.5,"Johnson, Gary",134,1.3
TN,HAWKINS,R,"Clinton, Hillary",3507,16.9,"Trump, Donald",16648,80.1,"Johnson, Gary",397,1.9
TN,HAYWOOD,D,"Clinton, Hillary",3711,54.3,"Trump, Donald",3013,44.1,"Johnson, Gary",60,0.9
TN,HENDERSON,R,"Clinton, Hillary",1800,17.6,"Trump, Donald",8138,79.7,"Johnson, Gary",172,1.7
TN,HENRY,R,"Clinton, Hillary",3063,23.7,"Trump, Donald",9508,73.4,"Johnson, Gary",223,1.7
TN,HICKMAN,R,"Clinton, Hillary",1824,23.3,"Trump, Donald",5695,72.9,"Johnson, Gary",161,2.1
TN,HOUSTON,R,"Clinton, Hillary",866,27.3,"Trump, Donald",2182,68.9,"Johnson, Gary",88,2.8
TN,HUMPHREYS,R,"Clinton, Hillary",1967,27.5,"Trump, Donald",4930,68.9,"Johnson, Gary",166,2.3
TN,JACKSON,R,"Clinton, Hillary",1129,25.3,"Trump, Donald",3236,72.5,"Johnson, Gary",62,1.4
TN,JEFFERSON,R,"Clinton, Hillary",3494,18.3,"Trump, Donald",14776,77.5,"Johnson, Gary",497,2.6
TN,JOHNSON,R,"Clinton, Hillary",988,15,"Trump, Donald",5410,82.2,"Johnson, Gary",102,1.6
TN,KNOX,R,"Clinton, Hillary",62878,34.8,"Trump, Donald",105767,58.5,"Johnson, Gary",7458,4.1
TN,LAKE,R,"Clinton, Hillary",577,29.3,"Trump, Donald",1357,68.9,"Johnson, Gary",18,0.9
TN,LAUDERDALE,R,"Clinton, Hillary",3056,37.8,"Trump, Donald",4884,60.4,"Johnson, Gary",87,1.1
TN,LAWRENCE,R,"Clinton, Hillary",2821,18,"Trump, Donald",12420,79.3,"Johnson, Gary",271,1.7
TN,LEWIS,R,"Clinton, Hillary",890,19.3,"Trump, Donald",3585,77.6,"Johnson, Gary",59,1.3
TN,LINCOLN,R,"Clinton, Hillary",2554,19.1,"Trump, Donald",10398,77.9,"Johnson, Gary",231,1.7
TN,LOUDON,R,"Clinton, Hillary",4919,21,"Trump, Donald",17610,75.3,"Johnson, Gary",573,2.4
TN,MACON,R,"Clinton, Hillary",1072,14.3,"Trump, Donald",6263,83.5,"Johnson, Gary",91,1.2
TN,MADISON,R,"Clinton, Hillary",15448,40.5,"Trump, Donald",21335,56,"Johnson, Gary",660,1.7
TN,MARION,R,"Clinton, Hillary",2832,26.1,"Trump, Donald",7696,70.9,"Johnson, Gary",221,2
TN,MARSHALL,R,"Clinton, Hillary",2852,24.9,"Trump, Donald",8184,71.4,"Johnson, Gary",256,2.2
TN,MAURY,R,"Clinton, Hillary",10038,28.4,"Trump, Donald",23799,67.3,"Johnson, Gary",922,2.6
TN,MCMINN,R,"Clinton, Hillary",3510,18.7,"Trump, Donald",14691,78.3,"Johnson, Gary",340,1.8
TN,MCNAIRY,R,"Clinton, Hillary",1848,18.4,"Trump, Donald",7841,78.1,"Johnson, Gary",150,1.5
TN,MEIGS,R,"Clinton, Hillary",856,19.8,"Trump, Donald",3342,77.4,"Johnson, Gary",77,1.8
TN,MONROE,R,"Clinton, Hillary",3186,18.6,"Trump, Donald",13374,78.2,"Johnson, Gary",345,2
TN,MONTGOMERY,R,"Clinton, Hillary",21699,37.7,"Trump, Donald",32341,56.1,"Johnson, Gary",2337,4.1
TN,MOORE,R,"Clinton, Hillary",496,17,"Trump, Donald",2325,79.5,"Johnson, Gary",71,2.4
TN,MORGAN,R,"Clinton, Hillary",1054,15.7,"Trump, Donald",5441,81.1,"Johnson, Gary",115,1.7
TN,OBION,R,"Clinton, Hillary",2426,19.8,"Trump, Donald",9526,77.8,"Johnson, Gary",193,1.6
TN,OVERTON,R,"Clinton, Hillary",1945,23.6,"Trump, Donald",6059,73.6,"Johnson, Gary",111,1.3
TN,PERRY,R,"Clinton, Hillary",597,20.9,"Trump, Donald",2167,75.9,"Johnson, Gary",59,2.1
TN,PICKETT,R,"Clinton, Hillary",536,20.5,"Trump, Donald",2021,77.3,"Johnson, Gary",36,1.4
TN,POLK,R,"Clinton, Hillary",1252,19.2,"Trump, Donald",5097,78.2,"Johnson, Gary",114,1.7
TN,PUTNAM,R,"Clinton, Hillary",6851,25.2,"Trump, Donald",19002,69.8,"Johnson, Gary",757,2.8
TN,RHEA,R,"Clinton, Hillary",1942,17.6,"Trump, Donald",8660,78.3,"Johnson, Gary",221,2
TN,ROANE,R,"Clinton, Hillary",4837,22.3,"Trump, Donald",15880,73.3,"Johnson, Gary",596,2.8
TN,ROBERTSON,R,"Clinton, Hillary",6637,24.5,"Trump, Donald",19410,71.6,"Johnson, Gary",717,2.6
TN,RUTHERFORD,R,"Clinton, Hillary",36706,34.2,"Trump, Donald",64515,60,"Johnson, Gary",3916,3.6
TN,SCOTT,R,"Clinton, Hillary",934,13.1,"Trump, Donald",6044,84.9,"Johnson, Gary",80,1.1
TN,SEQUATCHIE,R,"Clinton, Hillary",1053,18.5,"Trump, Donald",4441,78,"Johnson, Gary",128,2.2
TN,SEVIER,R,"Clinton, Hillary",6297,17.3,"Trump, Donald",28629,78.8,"Johnson, Gary",915,2.5
TN,SHELBY,D,"Clinton, Hillary",208992,61.9,"Trump, Donald",116344,34.5,"Johnson, Gary",6939,2.1
TN,SMITH,R,"Clinton, Hillary",1689,22.7,"Trump, Donald",5494,73.9,"Johnson, Gary",171,2.3
TN,STEWART,R,"Clinton, Hillary",1222,23.1,"Trump, Donald",3864,72.9,"Johnson, Gary",147,2.8
TN,SULLIVAN,R,"Clinton, Hillary",12578,20.2,"Trump, Donald",46979,75.4,"Johnson, Gary",1793,2.9
TN,SUMNER,R,"Clinton, Hillary",18161,25.4,"Trump, Donald",50129,70.1,"Johnson, Gary",2102,2.9
TN,TIPTON,R,"Clinton, Hillary",5785,24.6,"Trump, Donald",16910,72,"Johnson, Gary",485,2.1
TN,TROUSDALE,R,"Clinton, Hillary",946,29.9,"Trump, Donald",2103,66.6,"Johnson, Gary",73,2.3
TN,UNICOI,R,"Clinton, Hillary",1262,17.5,"Trump, Donald",5671,78.8,"Johnson, Gary",139,1.9
TN,UNION,R,"Clinton, Hillary",1012,16.2,"Trump, Donald",5053,80.9,"Johnson, Gary",108,1.7
TN,VAN BUREN,R,"Clinton, Hillary",539,22.3,"Trump, Donald",1820,75.2,"Johnson, Gary",46,1.9
TN,WARREN,R,"Clinton, Hillary",3535,26,"Trump, Donald",9540,70.1,"Johnson, Gary",339,2.5
TN,WASHINGTON,R,"Clinton, Hillary",13024,26.2,"Trump, Donald",34252,68.8,"Johnson, Gary",1468,3
TN,WAYNE,R,"Clinton, Hillary",717,12.2,"Trump, Donald",5036,86,"Johnson, Gary",56,1
TN,WEAKLEY,R,"Clinton, Hillary",2772,22.8,"Trump, Donald",9008,73.9,"Johnson, Gary",220,1.8
TN,WHITE,R,"Clinton, Hillary",1845,18.8,"Trump, Donald",7671,78.1,"Johnson, Gary",149,1.5
TN,WILLIAMSON,R,"Clinton, Hillary",31013,29.2,"Trump, Donald",68212,64.2,"Johnson, Gary",4518,4.3
TN,WILSON,R,"Clinton, Hillary",14385,25.4,"Trump, Donald",39406,69.5,"Johnson, Gary",1807,3.2
TX,ANDERSON,R,"Clinton, Hillary",3369,19.8,"Trump, Donald",13201,77.8,"Johnson, Gary",308,1.8
TX,ANDREWS,R,"Clinton, Hillary",836,16.9,"Trump, Donald",3927,79.4,"Johnson, Gary",147,3
TX,ANGELINA,R,"Clinton, Hillary",7538,25.2,"Trump, Donald",21668,72.4,"Johnson, Gary",560,1.9
TX,ARANSAS,R,"Clinton, Hillary",2465,23.4,"Trump, Donald",7740,73.6,"Johnson, Gary",238,2.3
TX,ARCHER,R,"Clinton, Hillary",394,9.2,"Trump, Donald",3786,88.4,"Johnson, Gary",80,1.9
TX,ARMSTRONG,R,"Clinton, Hillary",70,6.9,"Trump, Donald",924,90.5,"Johnson, Gary",18,1.8
TX,ATASCOSA,R,"Clinton, Hillary",4651,34,"Trump, Donald",8618,63,"Johnson, Gary",308,2.3
TX,AUSTIN,R,"Clinton, Hillary",2320,18.9,"Trump, Donald",9637,78.5,"Johnson, Gary",248,2
TX,BAILEY,R,"Clinton, Hillary",397,22.1,"Trump, Donald",1344,75,"Johnson, Gary",39,2.2
TX,BANDERA,R,"Clinton, Hillary",1726,16.9,"Trump, Donald",8163,79.9,"Johnson, Gary",262,2.6
TX,BASTROP,R,"Clinton, Hillary",10569,37.1,"Trump, Donald",16328,57.4,"Johnson, Gary",1063,3.7
TX,BAYLOR,R,"Clinton, Hillary",191,12.7,"Trump, Donald",1267,84.5,"Johnson, Gary",31,2.1
TX,BEE,R,"Clinton, Hillary",3444,40.6,"Trump, Donald",4744,55.9,"Johnson, Gary",238,2.8
TX,BELL,R,"Clinton, Hillary",37801,39.8,"Trump, Donald",51998,54.7,"Johnson, Gary",3824,4
TX,BEXAR,D,"Clinton, Hillary",319550,54.2,"Trump, Donald",240333,40.8,"Johnson, Gary",20091,3.4
TX,BLANCO,R,"Clinton, Hillary",1244,21.9,"Trump, Donald",4212,74.1,"Johnson, Gary",180,3.2
TX,BORDEN,R,"Clinton, Hillary",31,8.5,"Trump, Donald",330,90.4,"Johnson, Gary",3,0.8
TX,BOSQUE,R,"Clinton, Hillary",1278,16.3,"Trump, Donald",6339,80.9,"Johnson, Gary",155,2
TX,BOWIE,R,"Clinton, Hillary",8838,25.5,"Trump, Donald",24924,72,"Johnson, Gary",582,1.7
TX,BRAZORIA,R,"Clinton, Hillary",43200,35.6,"Trump, Donald",72791,60.1,"Johnson, Gary",3768,3.1
TX,BRAZOS,R,"Clinton, Hillary",23121,34.4,"Trump, Donald",38738,57.6,"Johnson, Gary",3813,5.7
TX,BREWSTER,R,"Clinton, Hillary",1873,44,"Trump, Donald",2077,48.8,"Johnson, Gary",210,4.9
TX,BRISCOE,R,"Clinton, Hillary",91,12.4,"Trump, Donald",625,84.9,"Johnson, Gary",14,1.9
TX,BROOKS,D,"Clinton, Hillary",1937,74.6,"Trump, Donald",613,23.6,"Johnson, Gary",32,1.2
TX,BROWN,R,"Clinton, Hillary",1621,11.6,"Trump, Donald",12017,85.7,"Johnson, Gary",253,1.8
TX,BURLESON,R,"Clinton, Hillary",1491,21.4,"Trump, Donald",5316,76.4,"Johnson, Gary",118,1.7
TX,BURNET,R,"Clinton, Hillary",3797,19.8,"Trump, Donald",14638,76.2,"Johnson, Gary",564,2.9
TX,CALDWELL,R,"Clinton, Hillary",4795,39.7,"Trump, Donald",6691,55.3,"Johnson, Gary",446,3.7
TX,CALHOUN,R,"Clinton, Hillary",2118,30.4,"Trump, Donald",4638,66.6,"Johnson, Gary",168,2.4
TX,CALLAHAN,R,"Clinton, Hillary",569,10.2,"Trump, Donald",4865,87.2,"Johnson, Gary",107,1.9
TX,CAMERON,D,"Clinton, Hillary",59402,64.5,"Trump, Donald",29472,32,"Johnson, Gary",2236,2.4
TX,CAMP,R,"Clinton, Hillary",1260,27.7,"Trump, Donald",3201,70.5,"Johnson, Gary",66,1.5
TX,CARSON,R,"Clinton, Hillary",249,8.4,"Trump, Donald",2620,88.4,"Johnson, Gary",68,2.3
TX,CASS,R,"Clinton, Hillary",2391,19.4,"Trump, Donald",9726,78.8,"Johnson, Gary",145,1.2
TX,CASTRO,R,"Clinton, Hillary",526,26.3,"Trump, Donald",1414,70.8,"Johnson, Gary",47,2.4
TX,CHAMBERS,R,"Clinton, Hillary",2948,17.6,"Trump, Donald",13339,79.5,"Johnson, Gary",385,2.3
TX,CHEROKEE,R,"Clinton, Hillary",3469,20.7,"Trump, Donald",12919,76.9,"Johnson, Gary",305,1.8
TX,CHILDRESS,R,"Clinton, Hillary",253,12.1,"Trump, Donald",1802,86.5,"Johnson, Gary",24,1.2
TX,CLAY,R,"Clinton, Hillary",536,10.7,"Trump, Donald",4377,87.2,"Johnson, Gary",87,1.7
TX,COCHRAN,R,"Clinton, Hillary",190,21.1,"Trump, Donald",679,75.4,"Johnson, Gary",29,3.2
TX,COKE,R,"Clinton, Hillary",140,9.8,"Trump, Donald",1265,88.9,"Johnson, Gary",16,1.1
TX,COLEMAN,R,"Clinton, Hillary",388,10.7,"Trump, Donald",3177,87.2,"Johnson, Gary",53,1.5
TX,COLLIN,R,"Clinton, Hillary",140624,38.9,"Trump, Donald",201014,55.6,"Johnson, Gary",13855,3.8
TX,COLLINGSWORTH,R,"Clinton, Hillary",145,12.5,"Trump, Donald",983,85,"Johnson, Gary",22,1.9
TX,COLORADO,R,"Clinton, Hillary",1987,23.3,"Trump, Donald",6325,74.3,"Johnson, Gary",144,1.7
TX,COMAL,R,"Clinton, Hillary",14238,22.9,"Trump, Donald",45136,72.6,"Johnson, Gary",2068,3.3
TX,COMANCHE,R,"Clinton, Hillary",789,15.1,"Trump, Donald",4333,82.7,"Johnson, Gary",88,1.7
TX,CONCHO,R,"Clinton, Hillary",148,13.9,"Trump, Donald",885,82.9,"Johnson, Gary",27,2.5
TX,COOKE,R,"Clinton, Hillary",2352,14.7,"Trump, Donald",13181,82.6,"Johnson, Gary",317,2
TX,CORYELL,R,"Clinton, Hillary",5064,27.7,"Trump, Donald",12225,67,"Johnson, Gary",704,3.9
TX,COTTLE,R,"Clinton, Hillary",92,15,"Trump, Donald",506,82.7,"Johnson, Gary",12,2
TX,CRANE,R,"Clinton, Hillary",299,21.6,"Trump, Donald",1049,75.8,"Johnson, Gary",28,2
TX,CROCKETT,R,"Clinton, Hillary",372,26.7,"Trump, Donald",980,70.3,"Johnson, Gary",39,2.8
TX,CROSBY,R,"Clinton, Hillary",468,27.1,"Trump, Donald",1181,68.3,"Johnson, Gary",60,3.5
TX,CULBERSON,D,"Clinton, Hillary",454,59.2,"Trump, Donald",280,36.5,"Johnson, Gary",23,3
TX,DALLAM,R,"Clinton, Hillary",222,14.4,"Trump, Donald",1261,81.7,"Johnson, Gary",46,3
